,Symbol,Owner,Relationship,Date,Cost,# Shares,Value($),Total Shares,Filing,Type
90,NUAN,WEIDEMAN ROBERT,"EVP & GM, Enterprise Division","Jun 07, 2021",$55.00,11182,615010,447960,"Jun 08, 2021, 04:36 PM",sell
91,HA,SWELBAR WILLIAM S,Director,"Jun 07, 2021",$25.95,4000,103790,25461,"Jun 08, 2021, 04:35 PM",sell
92,AQUA,Kohosek James M.,"EVP, Chief Admin. Officer","Jun 04, 2021",$32.00,49575,1586400,80391,"Jun 08, 2021, 04:35 PM",sell
93,EMAN,GINOLA LTD,10% Owner,"Jun 07, 2021",$3.65,565,2065,600562,"Jun 08, 2021, 04:20 PM",sell
94,EMAN,GINOLA LTD,10% Owner,"Jun 04, 2021",$3.71,48566,180228,601127,"Jun 08, 2021, 04:20 PM",sell
95,PCRX,REINHARDT MAX,"President, Rest of World","Jun 07, 2021",$60.50,2278,137819,10500,"Jun 08, 2021, 04:16 PM",sell
96,PCRX,REINHARDT MAX,"President, Rest of World","Jun 04, 2021",$61.04,1222,74587,12778,"Jun 08, 2021, 04:16 PM",sell
97,AFG,JACOBS TERRY S,Director,"Jun 08, 2021",$122.02,131,15984,6000,"Jun 08, 2021, 04:16 PM",sell
98,QUOT,Raskin Scott David,President,"Jun 07, 2021",$11.15,5000,55770,714479,"Jun 08, 2021, 04:16 PM",sell
99,PCRX,McLoughlin Dennis,Chief Customer Officer,"Jun 04, 2021",$61.04,1895,115665,27541,"Jun 08, 2021, 04:15 PM",sell
100,PCRX,HASTINGS PAUL J,Director,"Jun 04, 2021",$62.19,630,39180,5486,"Jun 08, 2021, 04:13 PM",sell
1,BYND,Shah Sanjay C,Chief Operating Officer,"Jun 07, 2021",$151.31,4833,731284,38843,"Jun 08, 2021, 04:12 PM",sell
2,RPD,Schodorf Thomas E,Director,"Jun 04, 2021",$82.73,625,51705,21315,"Jun 08, 2021, 04:12 PM",sell
3,JCI,MINELLA LYNN C,"Vice President, CHRO","Jun 07, 2021",$66.44,75325,5004713,77209,"Jun 08, 2021, 04:11 PM",sell
4,CDAY,Turner Leagh Erin,President and COO,"Jun 07, 2021",$85.61,4000,342440,113111,"Jun 08, 2021, 04:10 PM",sell
5,XYL,McShane Geri-Michelle,Chief Accounting Officer,"Jun 07, 2021",$119.33,1984,236751,2454,"Jun 08, 2021, 04:07 PM",sell
6,HOME,Stauffer Chad C,CHIEF MERCHANDISING OFFICER,"Jun 07, 2021",$36.95,1896,70057,14748,"Jun 08, 2021, 04:06 PM",sell
7,SRCL,Ginnetti Daniel,EVP International,"Jun 07, 2021",$76.09,24291,1848369,8955,"Jun 08, 2021, 04:04 PM",sell
8,EPAM,Shekhter Elaina,"SVP, Chief Marketing Officer","Jun 07, 2021",$485.00,11700,5674500,6284,"Jun 08, 2021, 04:04 PM",sell
9,EPAM,Shekhter Elaina,"SVP, Chief Marketing Officer","Jun 08, 2021",$489.09,44,21520,6284,"Jun 08, 2021, 04:04 PM",sell
10,REGN,GOLDSTEIN JOSEPH L,Director,"Jun 07, 2021",$525.00,1930,1013250,5891,"Jun 08, 2021, 04:03 PM",sell
11,REGN,McCourt Marion,EVP Commercial,"Jun 07, 2021",$511.65,1000,511650,17038,"Jun 08, 2021, 04:02 PM",sell
12,XYL,Flinton David,Senior Vice President,"Jun 07, 2021",$118.78,13966,1658912,12333,"Jun 08, 2021, 04:02 PM",sell
13,SAM,Troupe Quincy B,"Senior VP, Supply Chain","Jun 07, 2021",$1100.21,471,518199,5765,"Jun 08, 2021, 04:01 PM",sell
14,SAM,KOCH C JAMES,Chairman,"Jun 07, 2021",$1081.86,2500,2704646,117258,"Jun 08, 2021, 04:01 PM",sell
15,AYRO,Silverman Joshua,Director,"Jun 04, 2021",$5.17,39008,201687,135295,"Jun 08, 2021, 04:00 PM",sell
16,MSCI,Pettit CD Baer,President & COO,"Jun 04, 2021",$463.86,2500,1159638,257195,"Jun 08, 2021, 04:00 PM",sell
17,NWPX,LARSON KEITH R,Director,"Jun 07, 2021",$31.77,1000,31769,20313,"Jun 08, 2021, 03:35 PM",sell
18,NWPX,MONTROSS SCOTT J,President & CEO,"Jun 07, 2021",$31.49,200,6297,89474,"Jun 08, 2021, 03:34 PM",sell
19,NWPX,MONTROSS SCOTT J,President & CEO,"Jun 04, 2021",$31.17,200,6233,89674,"Jun 08, 2021, 03:34 PM",sell
20,LLY,LILLY ENDOWMENT INC,10% Owner,"Jun 07, 2021",$224.72,230000,51685007,110091031,"Jun 08, 2021, 03:16 PM",sell
21,SAFT,MANNING PETER J,Director,"Jun 07, 2021",$83.14,3000,249420,8000,"Jun 08, 2021, 03:13 PM",sell
22,VIAV,BELLUZZO RICHARD,Director,"Jun 07, 2021",$17.34,2450,42483,214105,"Jun 08, 2021, 03:04 PM",sell
23,CC,Bellezza Alisha,"President, Thermal Spec Solns","Jun 07, 2021",$36.17,8913,322383,18813,"Jun 08, 2021, 02:57 PM",sell
24,NDSN,PEET SHELLY,Executive Vice President,"Jun 04, 2021",$223.99,6600,1478334,27678,"Jun 08, 2021, 02:51 PM",sell
25,MDU,EVERIST THOMAS S,Director,"Jun 07, 2021",$33.70,75000,2527725,624322,"Jun 08, 2021, 02:38 PM",sell
26,ALTR,Schramm Uwe,See Remarks,"Jun 04, 2021",$66.63,3551,236600,43265,"Jun 08, 2021, 01:26 PM",sell
27,ALTR,Christ George J,10% Owner,"Jun 04, 2021",$65.78,64430,4238204,340,"Jun 08, 2021, 01:25 PM",sell
28,ALTR,Christ Revocable Trust,10% Owner,"Jun 04, 2021",$65.78,64430,4238204,340,"Jun 08, 2021, 01:23 PM",sell
29,ALTR,Dagg James,See Remarks,"Jun 04, 2021",$66.39,10000,663860,9147,"Jun 08, 2021, 01:10 PM",sell
30,LEGH,Hodgson Curtis Drew,Director,"May 10, 2021",$19.60,13956,273538,2936638,"Jun 08, 2021, 12:57 PM",sell
31,LEGH,Hodgson Curtis Drew,Director,"May 24, 2021",$19.00,13694,260186,2887987,"Jun 08, 2021, 12:57 PM",sell
32,LEGH,Hodgson Curtis Drew,Director,"Apr 19, 2021",$18.54,8150,151101,2972444,"Jun 08, 2021, 12:57 PM",sell
33,LEGH,Hodgson Curtis Drew,Director,"May 17, 2021",$19.60,500,9800,2910094,"Jun 08, 2021, 12:57 PM",sell
34,LEGH,Hodgson Curtis Drew,Director,"May 27, 2021",$18.99,8629,163865,2854415,"Jun 08, 2021, 12:57 PM",sell
35,LEGH,Hodgson Curtis Drew,Director,"May 03, 2021",$17.80,10000,178000,2950594,"Jun 08, 2021, 12:57 PM",sell
36,LEGH,Hodgson Curtis Drew,Director,"May 21, 2021",$19.31,2078,40126,2901681,"Jun 08, 2021, 12:57 PM",sell
37,LEGH,Hodgson Curtis Drew,Director,"Jun 07, 2021",$19.39,20000,387800,2770594,"Jun 08, 2021, 12:57 PM",sell
38,LEGH,Hodgson Curtis Drew,Director,"May 14, 2021",$19.40,11348,220151,2910594,"Jun 08, 2021, 12:57 PM",sell
39,LEGH,Hodgson Curtis Drew,Director,"May 26, 2021",$18.98,24447,464004,2863044,"Jun 08, 2021, 12:57 PM",sell
40,LEGH,Hodgson Curtis Drew,Director,"Apr 27, 2021",$17.83,2167,38638,2960594,"Jun 08, 2021, 12:57 PM",sell
41,LEGH,Hodgson Curtis Drew,Director,"May 20, 2021",$19.30,3588,69248,2903759,"Jun 08, 2021, 12:57 PM",sell
42,LEGH,Hodgson Curtis Drew,Director,"Jun 01, 2021",$18.79,61326,1152316,2790594,"Jun 08, 2021, 12:57 PM",sell
43,LEGH,Hodgson Curtis Drew,Director,"May 13, 2021",$19.39,14696,284955,2921942,"Jun 08, 2021, 12:57 PM",sell
44,LEGH,Hodgson Curtis Drew,Director,"May 25, 2021",$18.99,496,9419,2887491,"Jun 08, 2021, 12:57 PM",sell
45,LEGH,Hodgson Curtis Drew,Director,"Apr 26, 2021",$18.03,9683,174584,2962761,"Jun 08, 2021, 12:57 PM",sell
46,LEGH,Hodgson Curtis Drew,Director,"May 19, 2021",$19.30,2747,53017,2907347,"Jun 08, 2021, 12:57 PM",sell
47,LEGH,Hodgson Curtis Drew,Director,"May 29, 2021",$18.95,2495,47280,2851920,"Jun 08, 2021, 12:57 PM",sell
48,PFHD,Garcia Carlos M.,Director,"Jun 04, 2021",$18.28,1674,30601,435860,"Jun 08, 2021, 12:27 PM",sell
49,EDI,Oliver David A,Executive Vice President,"Jun 08, 2021",$9.00,6278,56502,26222,"Jun 08, 2021, 12:14 PM",sell
50,EDI,Oliver David A,Executive Vice President,"Jun 04, 2021",$8.98,3422,30730,31240,"Jun 08, 2021, 12:05 PM",sell
51,EL,Hockaday Irvine O Jr,Director,"Jun 07, 2021",$302.23,2740,828110,0,"Jun 08, 2021, 11:32 AM",sell
52,MLAB,Owens Gary M,President and CEO,"Jun 07, 2021",$264.00,1350,356400,8513,"Jun 08, 2021, 11:12 AM",sell
53,KELYA,DUTTON JANE E,Director,"Jun 07, 2021",$25.30,233,5895,13835,"Jun 08, 2021, 11:08 AM",sell
54,SQBG,STEWART MARTHA,10% Owner,"Jun 07, 2021",$10.82,3266,35339,201360,"Jun 08, 2021, 10:25 AM",sell
55,TDG,Stein Kevin M,President & CEO,"Jun 07, 2021",$664.50,40000,26579841,32221,"Jun 08, 2021, 10:11 AM",sell
56,ETR,Brown Marcus V,EVP & General Counsel,"Jun 04, 2021",$105.80,8000,846400,13130,"Jun 08, 2021, 09:59 AM",sell
57,GLPI,Moore Brandon John,"EVP, Gen Counsel &amp; Sec","Jun 07, 2021",$48.02,10000,480200,166502,"Jun 08, 2021, 09:29 AM",sell
58,SWZ,GOLDSTEIN PHILLIP,Director,"Jun 04, 2021",$9.50,76958,731404,27894,"Jun 08, 2021, 08:18 AM",sell
59,PGNY,Schlanger David J,Chief Executive Officer,"Jun 03, 2021",$62.50,50000,3124908,45500,"Jun 07, 2021, 09:58 PM",sell
60,TKAT,XIAO JIANGPING,Director,"Jun 03, 2021",$19.08,8000,152625,7900,"Jun 07, 2021, 09:57 PM",sell
61,PGNY,Anevski Peter,President and COO,"Jun 02, 2021",$65.28,42000,2741760,42000,"Jun 07, 2021, 09:57 PM",sell
62,PGNY,Anevski Peter,President and COO,"Jun 04, 2021",$62.56,21000,1313852,19200,"Jun 07, 2021, 09:57 PM",sell
63,PGNY,Anevski Peter,President and COO,"Jun 03, 2021",$62.49,21000,1312290,39700,"Jun 07, 2021, 09:57 PM",sell
64,ZS,BLASING KAREN,Director,"Jun 07, 2021",$188.89,2000,377784,3061,"Jun 07, 2021, 09:47 PM",sell
65,AMRK,RICHARDSON WILLIAM A,10% Owner,"Jun 07, 2021",$51.46,6055,311620,436217,"Jun 07, 2021, 09:30 PM",sell
66,AMRK,RICHARDSON WILLIAM A,10% Owner,"Jun 03, 2021",$51.36,11046,567359,446862,"Jun 07, 2021, 09:30 PM",sell
67,APLT,Perfetti Riccardo,Chief Medical Officer,"Jun 04, 2021",$19.65,460,9039,0,"Jun 07, 2021, 09:21 PM",sell
68,APLT,Perfetti Riccardo,Chief Medical Officer,"Jun 03, 2021",$19.66,460,9044,0,"Jun 07, 2021, 09:21 PM",sell
69,APLT,Perfetti Riccardo,Chief Medical Officer,"Jun 07, 2021",$20.97,460,9645,260,"Jun 07, 2021, 09:21 PM",sell
70,NTRA,RABINOWITZ DANIEL,CHIEF LEGAL OFFICER,"Jun 04, 2021",$97.51,3140,306172,47367,"Jun 07, 2021, 09:09 PM",sell
71,NTRA,Chapman Steven Leonard,CEO AND PRESIDENT,"Jun 04, 2021",$97.51,4709,459160,77418,"Jun 07, 2021, 09:05 PM",sell
72,FLEX,OFFER DAVID SCOTT,"EVP, General Counsel","Jun 04, 2021",$18.87,13146,248052,175361,"Jun 07, 2021, 08:51 PM",sell
73,FLEX,Advaithi Revathi,Chief Executive Officer,"Jun 04, 2021",$18.87,56346,1062990,781604,"Jun 07, 2021, 08:46 PM",sell
74,EVOP,Reidenbach Michael L,"EVP, CIO","Jun 04, 2021",$30.08,21000,631680,27805,"Jun 07, 2021, 08:40 PM",sell
75,VIR,MORE ROBERT J,Director,"Jun 03, 2021",$44.56,11670,520033,81039,"Jun 07, 2021, 08:36 PM",sell
76,TLRY,Meiers James R.,Head of Canada,"Jun 03, 2021",$19.64,23826,467943,0,"Jun 07, 2021, 08:30 PM",sell
77,FB,Zuckerberg Mark,COB and CEO,"Jun 04, 2021",$330.12,6300,2079729,6000,"Jun 07, 2021, 08:25 PM",sell
78,FB,Zuckerberg Mark,COB and CEO,"Jun 04, 2021",$330.30,15000,4954482,2155346,"Jun 07, 2021, 08:25 PM",sell
79,FB,Zuckerberg Mark,COB and CEO,"Jun 04, 2021",$330.09,56000,18485160,54631,"Jun 07, 2021, 08:25 PM",sell
80,HCAT,Orenstein Daniel H.,General Counsel,"Jun 03, 2021",$52.81,3872,204470,78046,"Jun 07, 2021, 08:23 PM",sell
81,HCAT,Burton Daniel D.,Chief Executive Officer,"Jun 04, 2021",$53.01,92501,4903238,283192,"Jun 07, 2021, 08:23 PM",sell
82,HCAT,Burton Daniel D.,Chief Executive Officer,"Jun 03, 2021",$52.81,78871,4165025,286092,"Jun 07, 2021, 08:23 PM",sell
83,APO,HARRIS JOSHUA,Co-Founder,"Jun 03, 2021",$57.41,255500,14669316,98966,"Jun 07, 2021, 08:09 PM",sell
84,APO,HARRIS JOSHUA,Co-Founder,"Jun 07, 2021",$57.51,176555,10153272,0,"Jun 07, 2021, 08:09 PM",sell
85,APO,HARRIS JOSHUA,Co-Founder,"Jun 04, 2021",$57.39,161825,9287622,0,"Jun 07, 2021, 08:09 PM",sell
86,CVNA,GARCIA ERNEST C. II,10% Owner,"Jun 04, 2021",$275.74,50000,13786778,0,"Jun 07, 2021, 08:08 PM",sell
87,MNTR,Billingsley Chester,Chief Executive Officer,"May 19, 2021",$0.12,208000,24960,1283886,"Jun 07, 2021, 08:06 PM",sell
88,HL,STANLEY CHARLES B,Director,"Jun 04, 2021",$8.98,46848,420901,53688,"Jun 07, 2021, 08:02 PM",sell
89,TWLO,ROTTENBERG ERIKA,Director,"Jun 03, 2021",$328.42,1500,492630,8932,"Jun 07, 2021, 08:01 PM",sell
90,ALLK,Tomasi Adam,President and COO,"Jun 07, 2021",$92.03,2487,228879,148220,"Jun 07, 2021, 08:00 PM",sell
91,ALLK,Tomasi Adam,President and COO,"Jun 04, 2021",$90.26,642,57947,150707,"Jun 07, 2021, 08:00 PM",sell
92,TWLO,DONIO ELENA A.,Director,"Jun 04, 2021",$313.70,500,156850,11518,"Jun 07, 2021, 07:58 PM",sell
93,ANET,Sadana Anshul,"SVP, Chief Operating Officer","Jun 03, 2021",$340.14,4234,1440165,2421,"Jun 07, 2021, 07:35 PM",sell
94,CARA,VOGELBAUM MARTIN,Director,"Jun 07, 2021",$13.05,8640,112752,20160,"Jun 07, 2021, 07:35 PM",sell
95,DXCM,AUGUSTINOS NICHOLAS,Director,"Jun 03, 2021",$366.99,806,295794,3110,"Jun 07, 2021, 07:35 PM",sell
96,CARA,Posner Christopher,Director,"Jun 07, 2021",$13.04,2304,30044,16096,"Jun 07, 2021, 07:33 PM",sell
97,CARA,Ives Jeffrey L.,Director,"Jun 07, 2021",$13.05,2520,32886,15380,"Jun 07, 2021, 07:25 PM",sell
98,TTEK,Volpi Kirsten M,Director,"Jun 07, 2021",$119.15,5575,664261,13997,"Jun 07, 2021, 07:07 PM",sell
99,SHO,Klein David M,General Counsel,"Jun 07, 2021",$13.29,25000,332155,128115,"Jun 07, 2021, 07:04 PM",sell
100,BIIB,Posner Brian S,Director,"Jun 04, 2021",$274.17,360,98701,7400,"Jun 07, 2021, 07:02 PM",sell
1,WDAY,Fernandez Gomez Luciano,Co-CEO,"Jun 03, 2021",$222.00,10312,2289296,268064,"Jun 07, 2021, 06:55 PM",sell
2,ZSAN,Lo Steven,Chief Executive Officer,"Jun 04, 2021",$0.81,13158,10592,365592,"Jun 07, 2021, 06:44 PM",sell
3,ZSAN,KELLERMAN DONALD J,"VP, Clinical Dev & Med Affairs","Jun 04, 2021",$0.81,1709,1376,50337,"Jun 07, 2021, 06:42 PM",sell
4,SRLP,Bowman Beth A.,Director,"Jun 04, 2021",$26.61,2340,62267,14954,"Jun 07, 2021, 06:42 PM",sell
5,RPTX,Foley Todd,Director,"Jun 07, 2021",$32.68,10186,332850,2367178,"Jun 07, 2021, 06:40 PM",sell
6,RPTX,Foley Todd,Director,"Jun 04, 2021",$30.98,5612,173842,2370304,"Jun 07, 2021, 06:40 PM",sell
7,RPTX,Foley Todd,Director,"Jun 03, 2021",$31.92,9824,313582,2373848,"Jun 07, 2021, 06:40 PM",sell
8,QUOT,Wyatt Christy,Director,"Jun 04, 2021",$11.34,11364,128868,53640,"Jun 07, 2021, 06:30 PM",sell
9,ZBRA,SMITH MICHAEL A,Director,"Jun 03, 2021",$507.00,1500,760500,11144,"Jun 07, 2021, 06:30 PM",sell
10,UCTT,Seto Jacqueline A.,Director,"Jun 03, 2021",$55.62,1688,93894,9568,"Jun 07, 2021, 06:26 PM",sell
11,ZBRA,Kogl Cristen L,Chief Legal Officer,"Jun 04, 2021",$515.47,526,271137,5960,"Jun 07, 2021, 06:25 PM",sell
12,UCTT,SCHERER BARBARA VAUGHN,Director,"Jun 03, 2021",$55.91,3000,167736,40899,"Jun 07, 2021, 06:24 PM",sell
13,CRL,Knell Michael Gunnar,CSVP&Chief Accounting Officer,"Jun 04, 2021",$335.24,1527,511906,4230,"Jun 07, 2021, 06:23 PM",sell
14,UCTT,EDMAN THOMAS T,Director,"Jun 03, 2021",$55.88,3700,206758,25199,"Jun 07, 2021, 06:20 PM",sell
15,ZM,Steckelberg Kelly,Chief Financial Officer,"Jun 03, 2021",$321.53,6700,2154228,6400,"Jun 07, 2021, 06:19 PM",sell
16,ZM,Swanson Bart,Director,"Jun 03, 2021",$320.00,2000,640000,21481,"Jun 07, 2021, 06:19 PM",sell
17,ZM,Bawa Aparna,Chief Operating Officer,"Jun 03, 2021",$321.44,2593,833494,158130,"Jun 07, 2021, 06:19 PM",sell
18,RVMD,"Third Rock Ventures II, L.P.",10% Owner,"Jun 03, 2021",$30.20,378117,11419134,164996,"Jun 07, 2021, 06:10 PM",sell
19,RVMD,"Third Rock Ventures II, L.P.",10% Owner,"Jun 04, 2021",$30.23,164996,4987829,0,"Jun 07, 2021, 06:10 PM",sell
20,PGEN,Ares Trading S.A.,10% Owner,"Jun 03, 2021",$6.59,83992,553801,24605828,"Jun 07, 2021, 06:06 PM",sell
21,PGEN,Ares Trading S.A.,10% Owner,"Jun 04, 2021",$6.66,76685,510408,24529143,"Jun 07, 2021, 06:06 PM",sell
22,EMED,STEINBERG DONALD J,10% Owner,"Jun 01, 2021",$0.06,20000,1194,3458166,"Jun 07, 2021, 06:04 PM",sell
23,ATEX,OBRIEN MORGAN E,Executive Chairman,"Jun 07, 2021",$50.35,13209,665084,78717,"Jun 07, 2021, 06:00 PM",sell
24,ATEX,OBRIEN MORGAN E,Executive Chairman,"Jun 04, 2021",$50.03,6672,333805,78717,"Jun 07, 2021, 06:00 PM",sell
25,ATEX,OBRIEN MORGAN E,Executive Chairman,"Jun 03, 2021",$49.74,11785,586176,78717,"Jun 07, 2021, 06:00 PM",sell
26,REGI,Stroburg Jeffrey,Director,"Jun 04, 2021",$68.07,10214,695267,210079,"Jun 07, 2021, 05:53 PM",sell
27,BJ,Poulliot Brian,"EVP, Enterprise Analytics","Jun 04, 2021",$47.00,60,2820,125679,"Jun 07, 2021, 05:52 PM",sell
28,BJ,Poulliot Brian,"EVP, Enterprise Analytics","Jun 03, 2021",$47.09,2900,136561,125679,"Jun 07, 2021, 05:52 PM",sell
29,BJ,Poulliot Brian,"EVP, Enterprise Analytics","Jun 07, 2021",$47.06,2040,96002,125679,"Jun 07, 2021, 05:52 PM",sell
30,REGI,Sorrells Christopher D.,Director,"Jun 03, 2021",$70.00,5000,350000,28835,"Jun 07, 2021, 05:52 PM",sell
31,KRTX,OLSON LAURIE J,Director,"Jun 07, 2021",$112.93,4000,451720,0,"Jun 07, 2021, 05:51 PM",sell
32,AI,"TPG Group Holdings (SBS) Advisors, Inc.",10% Owner,"Jun 07, 2021",$62.67,2500000,156671753,11095656,"Jun 07, 2021, 05:41 PM",sell
33,FIVN,Burkland Daniel P.,President,"Jun 03, 2021",$164.01,1178,193208,95628,"Jun 07, 2021, 05:38 PM",sell
34,FIVN,Burkland Daniel P.,President,"Jun 04, 2021",$159.47,2321,370130,92134,"Jun 07, 2021, 05:38 PM",sell
35,TW,Hult William,President,"Jun 03, 2021",$82.13,84845,6968357,401058,"Jun 07, 2021, 05:32 PM",sell
36,TW,Hult William,President,"Jun 04, 2021",$81.93,15155,1241684,400858,"Jun 07, 2021, 05:32 PM",sell
37,ES,BUTLER GREGORY B,Executive VP & General Counsel,"Jun 04, 2021",$82.16,12000,985920,67720,"Jun 07, 2021, 05:32 PM",sell
38,BFAM,BOLAND ELIZABETH J,Chief Financial Officer,"Jun 04, 2021",$140.79,824,116011,102297,"Jun 07, 2021, 05:32 PM",sell
39,LYB,Patel Bhavesh V.,Chief Executive Officer,"Jun 03, 2021",$118.00,1406,165910,187500,"Jun 07, 2021, 05:30 PM",sell
40,BFIIW,JOHN ROSATTI REVOCABLE TRUST,10% Owner,"Jun 03, 2021",$10.00,61702,617020,4723897,"Jun 07, 2021, 05:29 PM",sell
41,BFIIW,JOHN ROSATTI REVOCABLE TRUST,10% Owner,"Jun 02, 2021",$10.22,43741,447033,4785599,"Jun 07, 2021, 05:29 PM",sell
42,BFIIW,JOHN ROSATTI REVOCABLE TRUST,10% Owner,"Jun 07, 2021",$10.10,134091,1354662,4579340,"Jun 07, 2021, 05:29 PM",sell
43,BFIIW,JOHN ROSATTI REVOCABLE TRUST,10% Owner,"Jun 04, 2021",$9.90,13582,134462,4710315,"Jun 07, 2021, 05:29 PM",sell
44,FLGT,BOLGER JOHN C,Director,"Jun 03, 2021",$74.17,125,9271,2000,"Jun 07, 2021, 05:25 PM",sell
45,LRN,Chavous Kevin,"Pres., Acad. Pol. & Ext. Aff.","Dec 17, 2020",$22.86,22776,520659,45200,"Jun 07, 2021, 05:24 PM",sell
46,AMC,KOCH HOWARD WINCHEL JR,Director,"Jun 07, 2021",$55.34,14277,790072,31101,"Jun 07, 2021, 05:22 PM",sell
47,HSKA,Wisnewski Nancy,Chief Operating Officer,"Jun 04, 2021",$197.87,5000,989326,59998,"Jun 07, 2021, 05:10 PM",sell
48,GPS,Syngal Sonia,"CEO Gap, Inc.","Jun 04, 2021",$31.76,21000,667015,67953,"Jun 07, 2021, 04:54 PM",sell
49,CRSR,Paul Andrew J.,Chief Executive Officer,"Jun 03, 2021",$35.00,63533,2223845,2994274,"Jun 07, 2021, 04:52 PM",sell
50,OMI,Zacur Mark P,"EVP, Chief Commercial Officer","Jun 03, 2021",$42.23,10392,438854,90650,"Jun 07, 2021, 04:51 PM",sell
51,OMI,Zacur Mark P,"EVP, Chief Commercial Officer","Jun 04, 2021",$42.42,12746,540685,71769,"Jun 07, 2021, 04:51 PM",sell
52,CRSR,La Thi L,See Remarks,"Jun 03, 2021",$35.00,100000,3500000,139816,"Jun 07, 2021, 04:50 PM",sell
53,LE,Griffith Jerome,Chief Executive Officer,"Jun 04, 2021",$35.14,21238,746303,328472,"Jun 07, 2021, 04:50 PM",sell
54,LE,Griffith Jerome,Chief Executive Officer,"Jun 03, 2021",$35.03,8762,306933,349710,"Jun 07, 2021, 04:50 PM",sell
55,LSXMA,MALONE JOHN C,Chairman of the Board,"Jun 03, 2021",$44.24,17454,772092,227844,"Jun 07, 2021, 04:48 PM",sell
56,LSXMA,MALONE JOHN C,Chairman of the Board,"Jun 04, 2021",$44.08,34046,1500608,193798,"Jun 07, 2021, 04:48 PM",sell
57,ANNX,Yednock Ted,EVP & Chief Scientific Officer,"Jun 03, 2021",$21.49,15000,322325,2184,"Jun 07, 2021, 04:47 PM",sell
58,RCUS,Jarrett Jennifer,Chief Operating Officer,"Jun 04, 2021",$24.91,1044,26006,119174,"Jun 07, 2021, 04:47 PM",sell
59,CRSR,"Corsair Group (Cayman), LP",10% Owner,"Jun 03, 2021",$31.87,5000000,159350004,56900059,"Jun 07, 2021, 04:46 PM",sell
60,ST,Votava Shannon M.,"SVP, Chief Legal Officer","Jun 04, 2021",$59.90,794,47561,29783,"Jun 07, 2021, 04:45 PM",sell
61,CRSR,Bagaria Anup,Director,"Jun 03, 2021",$31.87,5000000,159350004,56900059,"Jun 07, 2021, 04:42 PM",sell
62,NKE,Campion Andrew,CHIEF OPERATING OFFICER,"Jun 03, 2021",$133.20,14307,1905692,103675,"Jun 07, 2021, 04:41 PM",sell
63,CRSR,MAJOROS GEORGE L. Jr.,Director,"Jun 03, 2021",$31.87,5000000,159350004,56900059,"Jun 07, 2021, 04:39 PM",sell
64,NKE,Friend Matthew,EVP: CFO,"Jun 03, 2021",$133.20,9032,1203062,79189,"Jun 07, 2021, 04:39 PM",sell
65,AMRC,Foy Douglas I,Director,"Jun 04, 2021",$55.58,5000,277915,14000,"Jun 07, 2021, 04:36 PM",sell
66,ST,Nargolwala Vineet A,"EVP, Sensing Solutions","Jun 03, 2021",$60.00,1900,114000,68613,"Jun 07, 2021, 04:31 PM",sell
67,MRO,WAGNER PATRICK,See Remarks,"Jun 04, 2021",$13.72,31667,434465,237292,"Jun 07, 2021, 04:31 PM",sell
68,YMAB,WG Biotech ApS,10% Owner,"Jun 03, 2021",$33.19,30666,1017670,4415935,"Jun 07, 2021, 04:30 PM",sell
69,YMAB,WG Biotech ApS,10% Owner,"Jun 04, 2021",$34.03,3841,130704,4412094,"Jun 07, 2021, 04:30 PM",sell
70,YMAB,Kruse Bo,"EVP, CFO, Secretary & Treas.","Jun 04, 2021",$33.48,4000,133920,249077,"Jun 07, 2021, 04:30 PM",sell
71,CWT,Healey David B,"VP, Controller","Jun 07, 2021",$57.00,500,28500,15755,"Jun 07, 2021, 04:22 PM",sell
72,ULTA,CHILDS JEFFREY J,Chief Human Resources Officer,"Jun 03, 2021",$334.30,4863,1625715,6226,"Jun 07, 2021, 04:21 PM",sell
73,KLR,Miotto Neil,Director,"Jun 03, 2021",$11.40,6790,77406,294116,"Jun 07, 2021, 04:19 PM",sell
74,ULTA,Dillon Mary N,Director,"Jun 04, 2021",$325.58,81663,26587950,124204,"Jun 07, 2021, 04:19 PM",sell
75,PFS,LEPPERT EDWARD J,Director,"Jun 04, 2021",$25.17,20000,503342,68010,"Jun 07, 2021, 04:19 PM",sell
76,CRC,ARES MANAGEMENT LLC,10% Owner,"Jun 03, 2021",$29.57,226261,6690538,16459587,"Jun 07, 2021, 04:02 PM",sell
77,RDFN,Kappus Anthony Ray,Chief Legal Officer,"Jun 03, 2021",$60.00,745,44700,78,"Jun 07, 2021, 04:01 PM",sell
78,CRC,ARES MANAGEMENT LLC,10% Owner,"Jun 03, 2021",$29.57,226261,6690538,16459587,"Jun 07, 2021, 04:01 PM",sell
79,GATX,LYONS ROBERT C,EVP and President Rail NA,"Jun 04, 2021",$96.24,4802,462160,51644,"Jun 07, 2021, 03:49 PM",sell
80,GATX,LYONS ROBERT C,EVP and President Rail NA,"Jun 03, 2021",$97.90,27600,2702137,71714,"Jun 07, 2021, 03:49 PM",sell
81,GTE,GMT CAPITAL CORP,10% Owner,"Jun 03, 2021",$0.70,624800,437360,36141812,"Jun 07, 2021, 03:46 PM",sell
82,PANW,MCLAUGHLIN MARK D,Director,"Jun 04, 2021",$353.13,1500,529701,10100,"Jun 07, 2021, 03:42 PM",sell
83,AVB,Shea Keri A,SVP-Finance and Treasurer,"Jun 03, 2021",$212.94,994,211664,4239,"Jun 07, 2021, 03:38 PM",sell
